dimension,sitc2,score,sitc2_label
4,22,0.0114689787765358,22 - Oil seeds and oleaginous fruit
4,08,121.23300313986,08 - Feeding stuff for animals (not including unmilled cereals)
4,58,3.2325396034178,"58 - Artificial resins and plastic materials, and cellulose esters and ethers"
4,26,0.262078497839427,26 - Textile fibres (not wool tops) and their wastes (not manufactured into yarn or fabric)
4,41,0.0344745514292553,41 - Animal oils and fats
4,42,1.16144598493673,42 - Fixed vegetable oils and fats
4,43,2.22044604925031e-15,"43 - Animal and vegetable oils and fats, processed, and waxes of animal or vegetable origin"
4,51,19.4416152781337,51 - Organic chemicals
4,11,18.588297590692,11 - Beverages
4,12,4.08176066933963,12 - Tobacco and tobacco manufactures
4,27,6.54115258206634,"27 - Crude fertilizer and crude minerals (excluding coal, petroleum and precious stones)"
4,66,10.4118853571569,"66 - Non-metallic mineral manufactures, n.e.s."
4,28,38.9599241529444,28 - Metalliferous ores and metal scrap
4,32,11.4579742633543,"32 - Coal, coke and briquettes"
4,34,2.21910973718566,"34 - Gas, natural and manufactured"
4,33,0.43620524442021,"33 - Petroleum, petroleum products and related materials"
4,35,2.22044604925031e-16,35 - Electric current
4,52,4.03486527937941,52 - Inorganic chemicals
4,68,19.4668523276192,68 - Non-ferrous metals
4,54,35.2816056469666,54 - Medicinal and pharmaceutical products
4,89,72.7071358201076,"89 - Miscellaneous manufactured articles, n.e.s."
4,56,2.33396078311945,"56 - Fertilizers, manufactured"
4,53,30.9366231957872,"53 - Dyeing, tanning and colouring materials"
4,55,5.41763788090488,55 - Oils and perfume materials; toilet and cleansing preparations
4,57,0.269844506918221,57 - Explosives and pyrotechnic products
4,88,3.87664886182597,"88 - Photographic equipment and supplies and optical goods, n.e.s.; watches and clocks"
4,87,14.1868247900557,"87 - Professional, scientific and controlling instruments and apparatus, n.e.s."
4,84,5.29734067695826,84 - Articles of apparel and clothing accessories
4,23,0.0245101756454341,23 - Crude rubber (including synthetic and reclaimed)
4,62,0.140748868130593,"62 - Rubber manufactures, n.e.s."
4,21,0.388821970977302,"21 - Hides, skins and furskins, raw"
4,61,0.00655602163472884,"61 - Leather, leather manufactures, n.e.s., and dressed furskins"
4,83,5.09912515010345,"83 - Travel goods, handbags and similar containers"
4,24,0.87459145294791,24 - Cork and wood
4,63,0.942548337504385,"63 - Cork and wood, cork manufactures (excluding furniture)"
4,64,8.21443873541852,"64 - Paper, paperboard, and articles of pulp, of paper or of paperboard"
4,65,2.55803727218488,"65 - Textile yarn, fabrics, made-up articles, n.e.s., and related products"
4,25,0.882341906021908,25 - Pulp and waste paper
4,77,31.2800107775407,"77 - Electric machinery, apparatus and appliances, n.e.s., and electrical parts thereof"
4,85,0.937052420272135,85 - Footwear
4,81,94.7161066341306,"81 - Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s."
4,97,1.84434791851888,"97 - Gold, non-monetary (excluding gold ores and concentrates)"
4,96,2.22044604925031e-16,"96 - Coin (other than gold coin), not being legal tender"
4,67,81.1521497196025,67 - Iron and steel
4,69,49.2535394551202,"69 - Manufactures of metals, n.e.s."
4,72,20.821007077807,72 - Machinery specialized for particular industries
4,71,15.1724762464077,71 - Power generating machinery and equipment
4,74,74.2853472344508,"74 - General industrial machinery and equipment, n.e.s., and parts of, n.e.s."
4,75,2.97040221154448,75 - Office machines and automatic data processing equipment
4,73,0.138113270299387,73 - Metalworking machinery
4,76,19.3259347260774,"76 - Telecommunications, sound recording and reproducing equipment"
4,79,54.2244265284374,79 - Other transport equipment
4,78,275.578714324099,78 - Road vehicles (including air-cushion vehicles)
4,95,0.225528566428526,"95 - Armoured fighting vehicles, war firearms, ammunition, parts, n.e.s."
4,82,12.6829594965969,82 - Furniture and parts thereof
5,00,5.58750451705171,00 - Live animals chiefly for food
5,94,0.0115997591921319,"94 - Animals, live, n.e.s., (including zoo animals, pets, insects, etc)"
5,01,28.7738862590073,01 - Meat and meat preparations
5,03,17.6254976825764,"03 - Fish, crustacean and molluscs, and preparations thereof"
5,02,23.8264973515056,02 - Dairy products and birds' eggs
5,06,10.2019615633523,"06 - Sugar, sugar preparations and honey"
5,09,20.3768937905958,09 - Miscellaneous edible products and preparations
5,29,13.1103430886795,"29 - Crude animal and vegetable materials, n.e.s."
5,05,48.0698806146572,05 - Vegetables and fruit
5,07,12.8119706775016,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
5,04,14.7698658879854,04 - Cereals and cereal preparations
5,59,23.0118807558821,"59 - Chemical materials and products, n.e.s."
5,22,6.57097422471065,22 - Oil seeds and oleaginous fruit
5,08,11.9708301894584,08 - Feeding stuff for animals (not including unmilled cereals)
5,58,48.800042948963,"58 - Artificial resins and plastic materials, and cellulose esters and ethers"
5,26,6.72676598147205,26 - Textile fibres (not wool tops) and their wastes (not manufactured into yarn or fabric)
5,41,0.000898806855229582,41 - Animal oils and fats
5,42,9.03110839101009,42 - Fixed vegetable oils and fats
5,43,1.41036141799696,"43 - Animal and vegetable oils and fats, processed, and waxes of animal or vegetable origin"
5,51,14.0277647564367,51 - Organic chemicals
5,11,33.0252603545416,11 - Beverages
5,12,15.9686192054072,12 - Tobacco and tobacco manufactures
5,27,9.46732385194197,"27 - Crude fertilizer and crude minerals (excluding coal, petroleum and precious stones)"
5,66,35.7708078360222,"66 - Non-metallic mineral manufactures, n.e.s."
5,28,49.4108551004537,28 - Metalliferous ores and metal scrap
5,32,9.48408359921166,"32 - Coal, coke and briquettes"
5,34,15.5783199666681,"34 - Gas, natural and manufactured"
5,33,604.739021933529,"33 - Petroleum, petroleum products and related materials"
5,35,17.1294459532366,35 - Electric current
5,52,16.4137321771857,52 - Inorganic chemicals
5,68,44.3760204377206,68 - Non-ferrous metals
5,54,97.7497622117293,54 - Medicinal and pharmaceutical products
5,89,62.0306253699494,"89 - Miscellaneous manufactured articles, n.e.s."
5,56,52.9162971990112,"56 - Fertilizers, manufactured"
5,53,11.5567893348212,"53 - Dyeing, tanning and colouring materials"
5,55,16.0438017864764,55 - Oils and perfume materials; toilet and cleansing preparations
5,57,0.436786437024679,57 - Explosives and pyrotechnic products
5,88,5.11443150284405,"88 - Photographic equipment and supplies and optical goods, n.e.s.; watches and clocks"
5,87,26.1013339889506,"87 - Professional, scientific and controlling instruments and apparatus, n.e.s."
5,84,54.9457100774075,84 - Articles of apparel and clothing accessories
5,23,1.13322307649426,23 - Crude rubber (including synthetic and reclaimed)
5,62,12.437620768053,"62 - Rubber manufactures, n.e.s."
5,21,5.29459638543159,"21 - Hides, skins and furskins, raw"
5,61,7.64725451729208,"61 - Leather, leather manufactures, n.e.s., and dressed furskins"
5,83,1.37541106727052,"83 - Travel goods, handbags and similar containers"
5,24,58.5970423684363,24 - Cork and wood
5,63,52.4410084526833,"63 - Cork and wood, cork manufactures (excluding furniture)"
5,64,21.9496095670855,"64 - Paper, paperboard, and articles of pulp, of paper or of paperboard"
5,65,29.7113787757148,"65 - Textile yarn, fabrics, made-up articles, n.e.s., and related products"
5,25,5.53709428260092,25 - Pulp and waste paper
5,77,148.326039827889,"77 - Electric machinery, apparatus and appliances, n.e.s., and electrical parts thereof"
5,85,7.34647727758666,85 - Footwear
5,81,7.375603156708,"81 - Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s."
5,97,6.57051600944358,"97 - Gold, non-monetary (excluding gold ores and concentrates)"
5,96,0.117467886722969,"96 - Coin (other than gold coin), not being legal tender"
5,67,57.4793235655637,67 - Iron and steel
5,69,53.7642069269567,"69 - Manufactures of metals, n.e.s."
5,72,44.629358452901,72 - Machinery specialized for particular industries
5,71,36.8666056787083,71 - Power generating machinery and equipment
5,74,44.1997856945614,"74 - General industrial machinery and equipment, n.e.s., and parts of, n.e.s."
5,75,20.5986099104867,75 - Office machines and automatic data processing equipment
5,73,3.68813407022358,73 - Metalworking machinery
5,76,94.5373713470897,"76 - Telecommunications, sound recording and reproducing equipment"
5,79,90.1398883216813,79 - Other transport equipment
5,78,57.1257613670878,78 - Road vehicles (including air-cushion vehicles)
5,95,2.07066808422543,"95 - Armoured fighting vehicles, war firearms, ammunition, parts, n.e.s."
5,82,44.3652981623963,82 - Furniture and parts thereof
