hs6,dimension,score,sitc2,sitc2_label
30491,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30492,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30499,1,0.0731654430921881,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30510,1,0.000705415234893332,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30520,1,0.00346178592843095,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30530,1,2.22044604925031e-16,,
30541,1,0.0543117188980723,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30542,1,0.000388560775414006,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30549,1,0.0194891155507545,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30551,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30559,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30561,1,0.00470366965684532,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30562,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30563,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30569,1,0.00329311049217769,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30611,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30612,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30613,1,2.22044604925031e-16,,
30614,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30619,1,0.00564801147241351,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30621,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30622,1,0.00145100583517616,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30623,1,1.94069723874888e-10,,
30624,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30629,1,0.00272568704698656,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30710,1,2.22044604925031e-16,,
30721,1,0.000550422624949206,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30729,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30731,1,0.00499019335218038,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30739,1,0.00299703398958458,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30741,1,0.00187483246242117,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30749,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30751,1,0.0028215984144289,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30759,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30760,1,0.0220079608082757,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30791,1,0.00105085897212207,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
30799,1,2.22044604925031e-16,03,"03 - Fish, crustacean and molluscs, and preparations thereof"
40110,1,0.05851440066101,02,02 - Dairy products and birds' eggs
40120,1,0.601256382775499,02,02 - Dairy products and birds' eggs
40130,1,0.404217373427267,,
40210,1,0.142191559074866,02,02 - Dairy products and birds' eggs
40221,1,0.0579094033198057,02,02 - Dairy products and birds' eggs
40229,1,2.22044604925031e-16,02,02 - Dairy products and birds' eggs
40291,1,0.00837415900075189,02,02 - Dairy products and birds' eggs
40299,1,0.0562314504524113,02,02 - Dairy products and birds' eggs
40310,1,0.335960623226129,02,02 - Dairy products and birds' eggs
40390,1,0.294972891681345,02,02 - Dairy products and birds' eggs
40410,1,0.106514808466443,02,02 - Dairy products and birds' eggs
40490,1,0.0622047978661639,02,02 - Dairy products and birds' eggs
40510,1,0.52187225895444,02,02 - Dairy products and birds' eggs
40520,1,0.0150839586072217,02,02 - Dairy products and birds' eggs
40590,1,0.0596190570914201,02,02 - Dairy products and birds' eggs
40610,1,0.510719105050843,02,02 - Dairy products and birds' eggs
40620,1,0.0804160896009109,02,02 - Dairy products and birds' eggs
40630,1,0.274409519230407,02,02 - Dairy products and birds' eggs
40640,1,0.0625385678136393,02,02 - Dairy products and birds' eggs
40690,1,1.48132822827605,02,02 - Dairy products and birds' eggs
40700,1,0.457336250793332,,
40811,1,0.0144983150610329,02,02 - Dairy products and birds' eggs
40819,1,0.0242578317331993,02,02 - Dairy products and birds' eggs
40891,1,0.0293172829289468,02,02 - Dairy products and birds' eggs
40899,1,0.0817999595454522,02,02 - Dairy products and birds' eggs
40900,1,0.091285006456812,06,"06 - Sugar, sugar preparations and honey"
41000,1,0.010934979649779,09,09 - Miscellaneous edible products and preparations
50100,1,0.000555874109247044,29,"29 - Crude animal and vegetable materials, n.e.s."
50210,1,0.0177128824273415,29,"29 - Crude animal and vegetable materials, n.e.s."
50290,1,0.000969452593175277,29,"29 - Crude animal and vegetable materials, n.e.s."
50400,1,0.76174357987863,29,"29 - Crude animal and vegetable materials, n.e.s."
50510,1,0.111856046316078,29,"29 - Crude animal and vegetable materials, n.e.s."
50590,1,0.0074207402992451,29,"29 - Crude animal and vegetable materials, n.e.s."
50610,1,0.000220046012270683,29,"29 - Crude animal and vegetable materials, n.e.s."
50690,1,0.00226876274925063,29,"29 - Crude animal and vegetable materials, n.e.s."
50710,1,8.06709168527556e-05,29,"29 - Crude animal and vegetable materials, n.e.s."
50790,1,0.00120058594938813,29,"29 - Crude animal and vegetable materials, n.e.s."
50800,1,0.00518642088931018,29,"29 - Crude animal and vegetable materials, n.e.s."
51000,1,0.00205440301912087,29,"29 - Crude animal and vegetable materials, n.e.s."
51110,1,0.0336475604745328,29,"29 - Crude animal and vegetable materials, n.e.s."
51191,1,2.22044604925031e-16,29,"29 - Crude animal and vegetable materials, n.e.s."
51199,1,0.102120034950245,29,"29 - Crude animal and vegetable materials, n.e.s."
60110,1,0.0734366291864345,29,"29 - Crude animal and vegetable materials, n.e.s."
60120,1,0.063313935078817,29,"29 - Crude animal and vegetable materials, n.e.s."
60210,1,0.0592037484803651,29,"29 - Crude animal and vegetable materials, n.e.s."
60220,1,0.0739896780376389,29,"29 - Crude animal and vegetable materials, n.e.s."
60230,1,0.00683970069781729,29,"29 - Crude animal and vegetable materials, n.e.s."
60240,1,0.0227133520244054,29,"29 - Crude animal and vegetable materials, n.e.s."
60290,1,1.00544180770835,29,"29 - Crude animal and vegetable materials, n.e.s."
60311,1,0.217505776051933,29,"29 - Crude animal and vegetable materials, n.e.s."
60312,1,0.0521761870863227,29,"29 - Crude animal and vegetable materials, n.e.s."
60313,1,0.0188911070402719,29,"29 - Crude animal and vegetable materials, n.e.s."
60314,1,0.0489484511781116,29,"29 - Crude animal and vegetable materials, n.e.s."
60319,1,0.272994173406749,29,"29 - Crude animal and vegetable materials, n.e.s."
60390,1,0.0269386668451911,29,"29 - Crude animal and vegetable materials, n.e.s."
60410,1,0.000122227986139223,,
60491,1,0.091827731105719,,
60499,1,0.0167106885814256,,
70110,1,0.0607254516067737,05,05 - Vegetables and fruit
70190,1,0.506312362528661,05,05 - Vegetables and fruit
70200,1,0.877891827277371,05,05 - Vegetables and fruit
70310,1,0.213029983395281,05,05 - Vegetables and fruit
70320,1,0.150436952900243,05,05 - Vegetables and fruit
70390,1,0.0376512117691716,05,05 - Vegetables and fruit
70410,1,0.120768990126263,05,05 - Vegetables and fruit
70420,1,0.00503476903020087,05,05 - Vegetables and fruit
70490,1,0.153746148756917,05,05 - Vegetables and fruit
70511,1,0.0846957652430503,05,05 - Vegetables and fruit
70519,1,0.0972678722207077,05,05 - Vegetables and fruit
70521,1,0.00602710616054203,05,05 - Vegetables and fruit
70529,1,0.0193958386772425,05,05 - Vegetables and fruit
70610,1,0.127615521562416,05,05 - Vegetables and fruit
70690,1,0.133380353298303,05,05 - Vegetables and fruit
70700,1,0.278310700903698,05,05 - Vegetables and fruit
70810,1,0.00287418495422133,05,05 - Vegetables and fruit
70820,1,1.59486594265448e-13,05,05 - Vegetables and fruit
70890,1,0.00286946379638768,05,05 - Vegetables and fruit
70920,1,0.010023269275711,05,05 - Vegetables and fruit
70930,1,0.0192700655365227,05,05 - Vegetables and fruit
70940,1,0.00393193713046647,05,05 - Vegetables and fruit
70951,1,0.0369788033234269,05,05 - Vegetables and fruit
70959,1,0.0265487813880966,05,05 - Vegetables and fruit
70960,1,0.645040374303271,05,05 - Vegetables and fruit
70970,1,0.00398284072308716,05,05 - Vegetables and fruit
70990,1,0.160294373566303,,
71010,1,0.0213390497012619,05,05 - Vegetables and fruit
71021,1,0.0243097693607089,05,05 - Vegetables and fruit
71022,1,0.0264005491217917,05,05 - Vegetables and fruit
71029,1,0.00141636904943517,05,05 - Vegetables and fruit
71030,1,0.0333823814275061,05,05 - Vegetables and fruit
71040,1,0.0240914602646019,09,09 - Miscellaneous edible products and preparations
71080,1,0.177960121359099,05,05 - Vegetables and fruit
71090,1,0.0901141809477547,05,05 - Vegetables and fruit
71120,1,0.00904410275584545,05,05 - Vegetables and fruit
71140,1,0.00265514651191461,05,05 - Vegetables and fruit
71151,1,0.00684415458650885,05,05 - Vegetables and fruit
71159,1,0.000883530570851388,05,05 - Vegetables and fruit
71190,1,0.013288811922104,05,05 - Vegetables and fruit
71220,1,0.0467714693718058,05,05 - Vegetables and fruit
71231,1,0.00749774856449464,05,05 - Vegetables and fruit
71232,1,0.00297835814486192,05,05 - Vegetables and fruit
71233,1,1.0607770797161e-05,05,05 - Vegetables and fruit
71239,1,0.0248751288228231,05,05 - Vegetables and fruit
71290,1,0.170746224481392,05,05 - Vegetables and fruit
71310,1,0.0262599825895209,05,05 - Vegetables and fruit
71320,1,3.84998340595593e-14,05,05 - Vegetables and fruit
71331,1,0.00581301507858789,05,05 - Vegetables and fruit
71332,1,0.00186826803924278,05,05 - Vegetables and fruit
71333,1,0.0679426800728067,05,05 - Vegetables and fruit
71339,1,0.00520019441308225,05,05 - Vegetables and fruit
71340,1,0.0274980908786171,05,05 - Vegetables and fruit
71350,1,9.74642560578701e-05,05,05 - Vegetables and fruit
71390,1,0.000131666680414937,05,05 - Vegetables and fruit
71410,1,2.22044604925031e-16,05,05 - Vegetables and fruit
71420,1,0.00115516278413092,05,05 - Vegetables and fruit
71490,1,0.000518466060921574,05,05 - Vegetables and fruit
80111,1,0.0523937773695744,05,05 - Vegetables and fruit
80119,1,0.00354183088195146,05,05 - Vegetables and fruit
80121,1,0.000769894051135233,05,05 - Vegetables and fruit
80122,1,0.00641376272405054,05,05 - Vegetables and fruit
80131,1,0.00157130241549296,05,05 - Vegetables and fruit
80132,1,0.0377362169518776,05,05 - Vegetables and fruit
80211,1,0.00185765025736904,05,05 - Vegetables and fruit
80212,1,0.120538766313761,05,05 - Vegetables and fruit
80221,1,0.00157973883204105,05,05 - Vegetables and fruit
80222,1,0.143852087289327,05,05 - Vegetables and fruit
80231,1,0.00668558639101009,05,05 - Vegetables and fruit
80232,1,0.092815587565912,05,05 - Vegetables and fruit
80240,1,0.0209795586188262,,
80250,1,0.0732580048097679,,
80260,1,0.000438500056214754,,
80290,1,0.00369872741699262,05,05 - Vegetables and fruit
80300,1,1.48214556848864,,
80410,1,0.0248630532700314,05,05 - Vegetables and fruit
80420,1,0.0415037925048441,05,05 - Vegetables and fruit
80430,1,0.100623034680423,05,05 - Vegetables and fruit
80440,1,0.0161919095661553,05,05 - Vegetables and fruit
80450,1,0.0192944782648933,05,05 - Vegetables and fruit
80510,1,0.456024318690195,05,05 - Vegetables and fruit
80520,1,0.528223679551326,05,05 - Vegetables and fruit
80540,1,0.143619519215877,05,05 - Vegetables and fruit
80550,1,0.279875982528255,05,05 - Vegetables and fruit
80590,1,0.0157777858809689,05,05 - Vegetables and fruit
80610,1,0.553227325612397,05,05 - Vegetables and fruit
80620,1,0.0854945885690925,05,05 - Vegetables and fruit
80711,1,0.182840601828511,05,05 - Vegetables and fruit
80719,1,0.0387428911291352,05,05 - Vegetables and fruit
80720,1,0.00180384129611935,05,05 - Vegetables and fruit
80810,1,0.491282567609434,05,05 - Vegetables and fruit
80820,1,0.124488382189096,,
80910,1,0.0544359276302457,05,05 - Vegetables and fruit
80920,1,0.0144310220828942,,
80930,1,0.330684872257053,05,05 - Vegetables and fruit
80940,1,0.0209961878263839,05,05 - Vegetables and fruit
81010,1,0.115902396548468,05,05 - Vegetables and fruit
81020,1,0.00829819456960828,05,05 - Vegetables and fruit
81040,1,0.00470876406462024,05,05 - Vegetables and fruit
81050,1,0.105996755150844,05,05 - Vegetables and fruit
81060,1,2.63857451503751e-05,05,05 - Vegetables and fruit
81090,1,0.0370114442981338,05,05 - Vegetables and fruit
81110,1,0.0511577901079245,05,05 - Vegetables and fruit
81120,1,0.052591592477695,05,05 - Vegetables and fruit
81190,1,0.183159971950554,05,05 - Vegetables and fruit
81210,1,2.22044604925031e-16,05,05 - Vegetables and fruit
81290,1,0.00385242769582943,05,05 - Vegetables and fruit
81310,1,0.0312354853974554,05,05 - Vegetables and fruit
81320,1,0.0440421219663916,05,05 - Vegetables and fruit
81330,1,0.0184716416225403,05,05 - Vegetables and fruit
81340,1,0.0418095785963198,05,05 - Vegetables and fruit
81350,1,0.0325405726275844,05,05 - Vegetables and fruit
81400,1,0.014141090864332,05,05 - Vegetables and fruit
90111,1,1.3101811606971,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90112,1,0.0149516733958743,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90121,1,1.99023467479077,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90122,1,0.0310918268059108,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90190,1,0.076878791999111,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90210,1,0.0367816542791593,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90220,1,0.0204343907741399,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90230,1,0.0835678442010665,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90240,1,0.0678671488723589,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90300,1,0.00152960883919659,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90411,1,0.116001770372911,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90412,1,0.0493465967752943,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90420,1,0.135690124984068,,
90500,1,0.00173540402018875,,
90611,1,0.00461540915321383,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90619,1,0.00246600066944378,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90620,1,0.00720802807602233,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
90700,1,0.0088734800726904,,
90810,1,0.0175842477321599,,
90820,1,0.00295804514149278,,
90830,1,0.00496715903328301,,
90910,1,0.00284776365939454,,
90920,1,0.00521193649785056,,
90930,1,0.00790655126677372,,
90940,1,0.0075878862120104,,
90950,1,0.00695602597945695,,
91010,1,0.0116396984418881,,
91020,1,0.001497268022494,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
91030,1,0.00769159371733954,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
91091,1,0.019548143910143,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
91099,1,0.0290382446440665,07,"07 - Coffee, tea, cocoa, spices, and manufactures thereof"
100110,1,0.15544699059781,,
100190,1,0.519541593401159,,
100200,1,0.0577474084137399,,
100300,1,0.366189582389964,,
100400,1,0.00314518026705406,,
100510,1,0.62369702626622,04,04 - Cereals and cereal preparations
